Source: http://www.hockey-reference.com/teams/TOR/2017.html

//////////////////////////////////////////// Toronto Maple Leafs Player Statistics: 2016-2017 Season ////////////////////////////////////////////

Name: Frederik Gauthier	Number: 33
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
1	2016-12-19	1	21-237	TOR		ANA	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	18	10:43	0	1	7	10	41.2
2	2016-12-22	2	21-240	TOR	@	COL	W	1	0	1	1	0	1	0	0	0	0	0	0	1	100.0	19	11:39	2	4	7	5	58.3
3	2016-12-23	3	21-241	TOR	@	ARI	W	0	1	1	2	0	0	0	0	0	1	0	0	2	0.0	24	12:03	3	1	8	7	53.3
4	2016-12-28	4	21-246	TOR	@	FLA	W	0	0	0	-1	4	0	0	0	0	0	0	0	0		13	5:42	0	0	1	3	25.0
5	2016-12-29	5	21-247	TOR	@	TBL	W	0	0	0	0	0	0	0	0	0	0	0	0	0		18	9:16	0	2	5	7	41.7
6	2017-01-01	6	21-250	TOR		DET	W	0	0	0	0	0	0	0	0	0	0	0	0	0		17	9:23	2	0	10	8	55.6
7	2017-01-03	7	21-252	TOR	@	WSH	L-OT	1	0	1	1	0	1	0	0	0	0	0	0	1	100.0	15	8:18	0	0	4	6	40.0
8	2017-01-06	8	21-255	TOR	@	NJD	W	0	0	0	0	0	0	0	0	0	0	0	0	0		15	9:28	0	0	7	6	53.8
9	2017-01-07	9	21-256	TOR		MTL	L	0	0	0	0	15	0	0	0	0	0	0	0	0		11	3:31	0	0	3	2	60.0
10	2017-01-13	10	21-262	TOR	@	NYR	W	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	16	8:30	0	0	5	4	55.6
11	2017-01-14	11	21-263	TOR	@	OTT	W	0	0	0	0	2	0	0	0	0	0	0	0	0		16	9:43	0	1	6	2	75.0
12	2017-01-17	12	21-266	TOR		BUF	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	14	9:18	2	0	3	3	50.0
13	2017-01-19	13	21-268	TOR		NYR	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	18	11:51	0	0	9	5	64.3
14	2017-01-21	14	21-270	TOR		OTT	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	0		20	9:42	1	0	11	8	57.9
15	2017-01-23	15	21-272	TOR		CGY	W	0	0	0	0	0	0	0	0	0	0	0	0	0		21	10:45	1	1	9	10	47.4
16	2017-01-25	16	21-274	TOR	@	DET	W	0	0	0	1	0	0	0	0	0	0	0	0	0		15	10:44	1	1	2	3	40.0
17	2017-01-26	17	21-275	TOR	@	PHI	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	16	12:53	1	3	3	8	27.3
18	2017-01-31	18	21-280	TOR	@	DAL	L	0	0	0	-1	0	0	0	0	0	0	0	0	2	0.0	16	10:06	0	0	6	4	60.0
19	2017-02-21	19	21-301	TOR		WPG	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	17	9:41	1	0	5	4	55.6
20	2017-02-23	20	21-303	TOR		NYR	L-SO	0	0	0	0	2	0	0	0	0	0	0	0	1	0.0	13	9:02	2	3	1	5	16.7
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
21	2017-02-25	21	21-305	TOR		MTL	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	0		17	11:15	1	0	8	5	61.5

Name: Roman Polak	Number: 46
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
1	2016-10-20	1	30-175	TOR	@	MIN	L	1	0	1	1	0	1	0	0	0	0	0	0	2	50.0	24	15:58	1	7	0	0	
2	2016-10-22	2	30-177	TOR	@	CHI	L-SO	0	0	0	1	2	0	0	0	0	0	0	0	1	0.0	35	23:13	5	2	0	0	
3	2016-10-25	3	30-180	TOR		TBL	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		24	16:10	1	2	0	0	
4	2016-10-27	4	30-182	TOR		FLA	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	20	17:13	4	1	0	0	
5	2016-10-29	5	30-184	TOR	@	MTL	L	0	0	0	0	2	0	0	0	0	0	0	0	0		20	15:57	3	0	0	0	
6	2016-10-30	6	30-185	TOR	@	NYI	L	0	0	0	-3	0	0	0	0	0	0	0	0	3	0.0	22	14:17	4	0	0	0	
7	2016-11-01	7	30-187	TOR		EDM	W	0	1	1	0	0	0	0	0	0	1	0	0	0		22	15:46	2	0	0	0	
8	2016-11-03	8	30-189	TOR	@	BUF	W	0	0	0	2	0	0	0	0	0	0	0	0	1	0.0	27	21:06	3	0	0	0	
9	2016-11-05	9	30-191	TOR		VAN	W	0	0	0	-1	2	0	0	0	0	0	0	0	1	0.0	25	19:48	4	4	0	0	
10	2016-11-08	10	30-194	TOR		LAK	L	0	0	0	-1	2	0	0	0	0	0	0	0	1	0.0	26	20:55	11	3	0	0	
11	2016-11-11	11	30-197	TOR		PHI	W	0	0	0	0	2	0	0	0	0	0	0	0	0		30	16:50	4	2	0	0	
12	2016-11-15	12	30-201	TOR		NSH	W	0	0	0	0	5	0	0	0	0	0	0	0	1	0.0	24	20:10	2	3	0	0	
13	2016-11-17	13	30-203	TOR		FLA	W	0	0	0	-1	2	0	0	0	0	0	0	0	0		24	18:10	2	2	0	0	
14	2016-11-19	14	30-205	TOR	@	MTL	L	0	0	0	0	0	0	0	0	0	0	0	0	0		25	15:05	3	1	0	0	
15	2016-11-22	15	30-208	TOR		CAR	L	0	0	0	0	0	0	0	0	0	0	0	0	0		21	14:37	4	1	0	0	
16	2016-11-26	16	30-212	TOR		WSH	W	0	0	0	1	0	0	0	0	0	0	0	0	0		24	16:53	6	2	0	0	
17	2016-11-29	17	30-215	TOR	@	EDM	W	0	0	0	2	0	0	0	0	0	0	0	0	0		24	19:25	3	2	0	1	0.0
18	2016-11-30	18	30-216	TOR	@	CGY	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	22	17:44	2	1	0	0	
19	2016-12-03	19	30-219	TOR	@	VAN	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	0		23	13:33	2	1	0	0	
20	2016-12-07	20	30-223	TOR		MIN	L	0	0	0	1	5	0	0	0	0	0	0	0	1	0.0	19	13:11	4	0	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
21	2016-12-10	21	30-226	TOR	@	BOS	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	27	19:21	2	0	0	0	
22	2016-12-11	22	30-227	TOR		COL	L	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	19	15:04	6	0	0	0	
23	2016-12-13	23	30-229	TOR		SJS	L-SO	0	0	0	-1	2	0	0	0	0	0	0	0	2	0.0	25	18:44	1	3	0	0	
24	2016-12-15	24	30-231	TOR		ARI	L-SO	0	1	1	1	0	0	0	0	0	1	0	0	1	0.0	21	14:57	7	0	0	0	
25	2016-12-17	25	30-233	TOR		PIT	W	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	19	16:12	4	1	0	0	
26	2016-12-19	26	30-235	TOR		ANA	L	0	0	0	0	0	0	0	0	0	0	0	0	0		26	18:38	5	3	0	0	
27	2016-12-22	27	30-238	TOR	@	COL	W	1	0	1	1	2	1	0	0	0	0	0	0	2	50.0	26	17:20	1	1	0	0	
28	2016-12-23	28	30-239	TOR	@	ARI	W	0	0	0	-1	2	0	0	0	0	0	0	0	0		25	17:58	2	1	0	0	
29	2016-12-28	29	30-244	TOR	@	FLA	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	26	16:49	0	1	0	0	
30	2016-12-29	30	30-245	TOR	@	TBL	W	0	0	0	-1	0	0	0	0	0	0	0	0	0		27	17:56	1	0	0	0	
31	2017-01-01	31	30-248	TOR		DET	W	0	0	0	-1	0	0	0	0	0	0	0	0	0		21	17:11	2	2	0	0	
32	2017-01-03	32	30-250	TOR	@	WSH	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	26	17:33	5	4	0	0	
33	2017-01-06	33	30-253	TOR	@	NJD	W	0	0	0	0	4	0	0	0	0	0	0	0	0		24	17:53	2	0	0	0	
34	2017-01-07	34	30-254	TOR		MTL	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	25	16:58	2	1	0	0	
35	2017-01-13	35	30-260	TOR	@	NYR	W	0	0	0	0	0	0	0	0	0	0	0	0	0		27	17:59	0	4	0	0	
36	2017-01-14	36	30-261	TOR	@	OTT	W	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	23	15:02	4	2	0	0	
37	2017-01-17	37	30-264	TOR		BUF	W	0	0	0	0	0	0	0	0	0	0	0	0	0		27	20:58	5	1	0	0	
38	2017-01-19	38	30-266	TOR		NYR	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		24	21:41	2	1	0	0	
39	2017-01-21	39	30-268	TOR		OTT	L-SO	0	0	0	0	0	0	0	0	0	0	0	0	0		25	18:27	9	4	0	0	
40	2017-01-23	40	30-270	TOR		CGY	W	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	25	20:43	2	4	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
41	2017-01-25	41	30-272	TOR	@	DET	W	1	0	1	2	0	1	0	0	0	0	0	0	2	50.0	28	19:13	2	3	0	0	
42	2017-01-26	42	30-273	TOR	@	PHI	L	0	0	0	-2	0	0	0	0	0	0	0	0	2	0.0	19	16:49	3	4	0	0	
43	2017-01-31	43	30-278	TOR	@	DAL	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	25	18:53	2	2	0	0	
44	2017-02-02	44	30-280	TOR	@	STL	L	0	0	0	0	0	0	0	0	0	0	0	0	0		27	17:30	7	1	0	0	
45	2017-02-04	45	30-282	TOR	@	BOS	W	0	0	0	1	0	0	0	0	0	0	0	0	0		27	20:13	3	6	0	0	
46	2017-02-06	46	30-284	TOR	@	NYI	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	26	17:46	3	2	0	0	
47	2017-02-07	47	30-285	TOR		DAL	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	25	17:21	2	4	0	0	
48	2017-02-09	48	30-287	TOR		STL	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	22	16:25	2	0	0	0	
49	2017-02-11	49	30-289	TOR		BUF	L	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	18	14:04	4	1	0	0	
50	2017-02-14	50	30-292	TOR		NYI	W	0	1	1	3	2	0	0	0	0	1	0	0	0		24	19:09	3	0	0	0	
51	2017-02-15	51	30-293	TOR	@	CBJ	L	0	0	0	0	0	0	0	0	0	0	0	0	0		23	16:55	4	1	0	0	
52	2017-02-18	52	30-296	TOR		OTT	L	0	0	0	0	2	0	0	0	0	0	0	0	2	0.0	23	14:42	3	0	0	0	
53	2017-02-19	53	30-297	TOR	@	CAR	W	0	0	0	1	2	0	0	0	0	0	0	0	1	0.0	26	18:21	1	0	0	0	
54	2017-02-21	54	30-299	TOR		WPG	W	0	0	0	0	2	0	0	0	0	0	0	0	0		27	22:12	6	0	0	0	
55	2017-02-23	55	30-301	TOR		NYR	L-SO	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	23	18:32	1	2	0	0	
56	2017-02-25	56	30-303	TOR		MTL	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	0		20	17:51	6	1	0	0	
57	2017-02-28	57	30-306	TOR	@	SJS	L	0	0	0	0	2	0	0	0	0	0	0	0	0		26	16:10	1	0	0	0	
58	2017-03-02	58	30-308	TOR	@	LAK	L-SO	0	0	0	1	2	0	0	0	0	0	0	0	0		26	16:57	5	0	0	0	
59	2017-03-03	59	30-309	TOR	@	ANA	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	20	15:41	2	2	0	0	
60	2017-03-07	60	30-313	TOR		DET	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	22	15:55	4	1	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
61	2017-03-09	61	30-315	TOR		PHI	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	30	20:48	2	1	0	0	
62	2017-03-11	62	30-317	TOR	@	CAR	W	0	0	0	0	0	0	0	0	0	0	0	0	0		28	22:59	2	6	0	0	
63	2017-03-14	63	30-320	TOR	@	FLA	L	0	0	0	0	2	0	0	0	0	0	0	0	0		28	19:28	3	1	0	0	
64	2017-03-16	64	30-322	TOR	@	TBL	W	1	0	1	3	0	1	0	0	1	0	0	0	1	100.0	30	23:39	1	4	0	0	
65	2017-03-18	65	30-324	TOR		CHI	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	0		25	20:41	6	1	0	0	
66	2017-03-20	66	30-326	TOR		BOS	W	0	1	1	2	0	0	0	0	0	1	0	0	2	0.0	17	17:38	3	2	0	0	
67	2017-03-22	67	30-328	TOR	@	CBJ	W	0	0	0	0	15	0	0	0	0	0	0	0	1	0.0	17	12:23	3	0	0	0	
68	2017-03-28	68	30-334	TOR		FLA	W	0	0	0	1	0	0	0	0	0	0	0	0	3	0.0	28	21:48	1	6	0	0	
69	2017-03-30	69	30-336	TOR	@	NSH	W	0	0	0	0	2	0	0	0	0	0	0	0	0		29	23:05	2	3	0	0	
70	2017-04-01	70	30-338	TOR	@	DET	W	0	1	1	-1	0	0	0	0	0	1	0	0	0		27	20:33	2	5	0	0	
71	2017-04-03	71	30-340	TOR	@	BUF	W	0	0	0	2	0	0	0	0	0	0	0	0	4	0.0	30	19:54	1	2	0	0	
72	2017-04-04	72	30-341	TOR		WSH	L	0	0	0	-2	0	0	0	0	0	0	0	0	2	0.0	25	18:47	4	2	0	0	
73	2017-04-06	73	30-343	TOR		TBL	L	0	0	0	-1	2	0	0	0	0	0	0	0	1	0.0	24	16:56	2	1	0	0	
74	2017-04-08	74	30-345	TOR		PIT	W	0	1	1	2	0	0	0	0	0	1	0	0	3	0.0	22	18:04	1	2	0	0	
75	2017-04-09	75	30-346	TOR		CBJ	L	0	1	1	0	0	0	0	0	0	1	0	0	0		11	13:16	3	0	0	0	

Name: Jake Gardiner	Number: 51
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
1	2016-10-12	1	26-100	TOR	@	OTT	L-OT	0	1	1	-1	0	0	0	0	0	1	0	0	2	0.0	26	21:41	2	0	0	0	
2	2016-10-15	2	26-103	TOR		BOS	W	0	1	1	2	2	0	0	0	0	1	0	0	0		24	19:08	1	1	0	0	
3	2016-10-19	3	26-107	TOR	@	WPG	L-OT	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	21	13:46	1	1	0	0	
4	2016-10-20	4	26-108	TOR	@	MIN	L	0	1	1	0	0	0	0	0	0	1	0	0	2	0.0	22	17:38	0	0	0	0	
5	2016-10-22	5	26-110	TOR	@	CHI	L-SO	0	1	1	1	0	0	0	0	0	1	0	0	2	0.0	30	18:02	0	1	0	0	
6	2016-10-25	6	26-113	TOR		TBL	L	0	0	0	0	0	0	0	0	0	0	0	0	0		23	19:07	5	0	0	0	
7	2016-10-27	7	26-115	TOR		FLA	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	22	17:43	2	1	0	0	
8	2016-10-29	8	26-117	TOR	@	MTL	L	0	1	1	-1	0	0	0	0	0	0	1	0	0		28	20:11	1	3	0	0	
9	2016-10-30	9	26-118	TOR	@	NYI	L	1	0	1	-3	0	0	1	0	0	0	0	0	3	33.3	23	19:44	0	3	0	0	
10	2016-11-01	10	26-120	TOR		EDM	W	0	0	0	0	0	0	0	0	0	0	0	0	0		20	15:17	1	0	0	0	
11	2016-11-03	11	26-122	TOR	@	BUF	W	0	0	0	2	0	0	0	0	0	0	0	0	4	0.0	25	19:31	0	1	0	0	
12	2016-11-05	12	26-124	TOR		VAN	W	1	0	1	0	0	1	0	0	0	0	0	0	2	50.0	26	20:36	0	1	0	0	
13	2016-11-08	13	26-127	TOR		LAK	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		25	23:09	0	1	0	0	
14	2016-11-11	14	26-130	TOR		PHI	W	0	0	0	0	0	0	0	0	0	0	0	0	0		25	18:56	0	1	0	0	
15	2016-11-12	15	26-131	TOR	@	PIT	L	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	28	21:06	0	0	0	0	
16	2016-11-15	16	26-134	TOR		NSH	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	26	21:46	0	1	0	0	
17	2016-11-17	17	26-136	TOR		FLA	W	1	0	1	4	2	1	0	0	0	0	0	0	2	50.0	30	19:39	0	0	0	0	
18	2016-11-19	18	26-138	TOR	@	MTL	L	0	0	0	0	2	0	0	0	0	0	0	0	2	0.0	26	19:00	2	0	0	0	
19	2016-11-22	19	26-141	TOR		CAR	L	1	0	1	1	0	1	0	0	0	0	0	0	1	100.0	26	21:56	0	1	0	0	
20	2016-11-23	20	26-142	TOR	@	NJD	L-SO	0	0	0	1	4	0	0	0	0	0	0	0	2	0.0	35	25:28	0	1	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
21	2016-11-26	21	26-145	TOR		WSH	W	0	0	0	0	0	0	0	0	0	0	0	0	4	0.0	25	20:54	2	0	0	0	
22	2016-11-29	22	26-148	TOR	@	EDM	W	0	0	0	0	0	0	0	0	0	0	0	0	0		22	17:44	0	1	0	0	
23	2016-11-30	23	26-149	TOR	@	CGY	L	0	0	0	-2	0	0	0	0	0	0	0	0	0		27	22:24	2	0	0	0	
24	2016-12-03	24	26-152	TOR	@	VAN	L-SO	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	33	23:01	1	0	0	0	
25	2016-12-07	25	26-156	TOR		MIN	L	0	0	0	-2	0	0	0	0	0	0	0	0	6	0.0	26	23:54	2	1	0	0	
26	2016-12-10	26	26-159	TOR	@	BOS	W	0	1	1	1	0	0	0	0	0	1	0	0	2	0.0	33	22:24	1	0	0	0	
27	2016-12-11	27	26-160	TOR		COL	L	1	0	1	-1	0	0	1	0	0	0	0	0	3	33.3	22	22:20	1	0	0	0	
28	2016-12-13	28	26-162	TOR		SJS	L-SO	0	1	1	1	2	0	0	0	0	0	1	0	2	0.0	28	22:18	1	2	0	0	
29	2016-12-15	29	26-164	TOR		ARI	L-SO	0	1	1	0	0	0	0	0	0	0	1	0	4	0.0	28	25:58	2	2	0	0	
30	2016-12-17	30	26-166	TOR		PIT	W	1	0	1	1	0	1	0	0	1	0	0	0	4	25.0	27	23:18	0	1	0	0	
31	2016-12-19	31	26-168	TOR		ANA	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	24	16:46	1	1	0	0	
32	2016-12-22	32	26-171	TOR	@	COL	W	0	2	2	2	2	0	0	0	0	1	1	0	4	0.0	30	24:13	0	0	0	0	
33	2016-12-23	33	26-172	TOR	@	ARI	W	0	1	1	0	0	0	0	0	0	0	1	0	0		24	17:39	0	0	0	0	
34	2016-12-28	34	26-177	TOR	@	FLA	W	0	1	1	-1	0	0	0	0	0	0	1	0	0		30	22:37	1	1	0	0	
35	2016-12-29	35	26-178	TOR	@	TBL	W	0	0	0	-1	0	0	0	0	0	0	0	0	0		26	22:36	0	1	0	0	
36	2017-01-01	36	26-181	TOR		DET	W	0	2	2	3	0	0	0	0	0	2	0	0	1	0.0	28	22:17	0	2	0	0	
37	2017-01-03	37	26-183	TOR	@	WSH	L-OT	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	27	19:14	1	2	0	0	
38	2017-01-06	38	26-186	TOR	@	NJD	W	0	1	1	0	2	0	0	0	0	1	0	0	0		23	17:36	0	0	0	0	
39	2017-01-07	39	26-187	TOR		MTL	L	0	0	0	0	2	0	0	0	0	0	0	0	2	0.0	28	21:54	0	1	0	0	
40	2017-01-13	40	26-193	TOR	@	NYR	W	0	1	1	1	6	0	0	0	0	1	0	0	0		28	18:15	2	1	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
41	2017-01-14	41	26-194	TOR	@	OTT	W	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	26	19:43	0	0	0	0	
42	2017-01-17	42	26-197	TOR		BUF	W	0	0	0	2	0	0	0	0	0	0	0	0	2	0.0	34	29:24	1	2	0	0	
43	2017-01-19	43	26-199	TOR		NYR	L	0	0	0	1	0	0	0	0	0	0	0	0	0		29	26:14	0	0	0	0	
44	2017-01-21	44	26-201	TOR		OTT	L-SO	0	1	1	-1	0	0	0	0	0	1	0	0	3	0.0	30	25:53	1	1	0	0	
45	2017-01-23	45	26-203	TOR		CGY	W	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	25	19:07	0	0	0	0	
46	2017-01-25	46	26-205	TOR	@	DET	W	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	27	19:23	0	1	0	0	
47	2017-01-26	47	26-206	TOR	@	PHI	L	0	0	0	1	0	0	0	0	0	0	0	0	1	0.0	22	21:04	1	1	0	0	
48	2017-01-31	48	26-211	TOR	@	DAL	L	0	0	0	-1	0	0	0	0	0	0	0	0	3	0.0	28	25:24	1	2	0	0	
49	2017-02-02	49	26-213	TOR	@	STL	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	29	21:42	2	1	0	0	
50	2017-02-04	50	26-215	TOR	@	BOS	W	0	0	0	3	0	0	0	0	0	0	0	0	1	0.0	33	25:41	4	2	0	0	
51	2017-02-06	51	26-217	TOR	@	NYI	L-OT	0	0	0	0	0	0	0	0	0	0	0	0	3	0.0	31	22:28	1	2	0	0	
52	2017-02-07	52	26-218	TOR		DAL	W	1	1	2	2	0	1	0	0	0	1	0	0	5	20.0	21	20:12	2	0	0	0	
53	2017-02-09	53	26-220	TOR		STL	L-OT	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	29	21:11	1	2	0	0	
54	2017-02-11	54	26-222	TOR		BUF	L	0	0	0	-1	2	0	0	0	0	0	0	0	2	0.0	24	21:59	1	1	0	0	
55	2017-02-14	55	26-225	TOR		NYI	W	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	25	21:28	2	1	0	0	
56	2017-02-15	56	26-226	TOR	@	CBJ	L	0	0	0	1	0	0	0	0	0	0	0	0	0		27	20:58	0	0	0	0	
57	2017-02-18	57	26-229	TOR		OTT	L	0	0	0	-1	2	0	0	0	0	0	0	0	1	0.0	28	21:49	0	1	0	0	
58	2017-02-19	58	26-230	TOR	@	CAR	W	1	2	3	4	0	1	0	0	0	2	0	0	1	100.0	26	18:21	1	1	0	0	
59	2017-02-21	59	26-232	TOR		WPG	W	1	1	2	1	0	1	0	0	1	0	1	0	3	33.3	26	24:48	0	2	0	0	
60	2017-02-23	60	26-234	TOR		NYR	L-SO	0	1	1	1	0	0	0	0	0	1	0	0	1	0.0	27	23:16	1	3	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
61	2017-02-25	61	26-236	TOR		MTL	L-OT	0	1	1	2	2	0	0	0	0	1	0	0	3	0.0	31	23:42	0	3	0	0	
62	2017-02-28	62	26-239	TOR	@	SJS	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	26	21:18	0	1	0	0	
63	2017-03-02	63	26-241	TOR	@	LAK	L-SO	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	29	22:17	0	1	0	0	
64	2017-03-03	64	26-242	TOR	@	ANA	L	0	0	0	-1	0	0	0	0	0	0	0	0	0		26	22:49	0	1	0	0	
65	2017-03-07	65	26-246	TOR		DET	W	0	0	0	1	0	0	0	0	0	0	0	0	2	0.0	23	20:32	2	0	0	0	
66	2017-03-09	66	26-248	TOR		PHI	W	0	1	1	0	0	0	0	0	0	0	1	0	0		26	20:23	1	4	0	0	
67	2017-03-11	67	26-250	TOR	@	CAR	W	0	1	1	2	0	0	0	0	0	1	0	0	2	0.0	26	21:55	1	1	0	0	
68	2017-03-14	68	26-253	TOR	@	FLA	L	0	0	0	0	0	0	0	0	0	0	0	0	2	0.0	24	20:16	1	2	0	0	
69	2017-03-16	69	26-255	TOR	@	TBL	W	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	26	20:36	1	1	0	0	
70	2017-03-18	70	26-257	TOR		CHI	L-OT	0	0	0	-1	0	0	0	0	0	0	0	0	0		31	25:48	1	2	0	0	
71	2017-03-20	71	26-259	TOR		BOS	W	0	0	0	-2	0	0	0	0	0	0	0	0	1	0.0	18	27:49	0	0	0	0	
72	2017-03-22	72	26-261	TOR	@	CBJ	W	0	2	2	2	0	0	0	0	0	1	1	0	0		26	21:10	2	2	0	0	
73	2017-03-23	73	26-262	TOR		NJD	W	0	0	0	1	0	0	0	0	0	0	0	0	4	0.0	28	23:47	0	1	0	0	
74	2017-03-25	74	26-264	TOR	@	BUF	L	0	0	0	0	2	0	0	0	0	0	0	0	0		26	22:56	1	1	0	0	
75	2017-03-28	75	26-267	TOR		FLA	W	0	0	0	0	2	0	0	0	0	0	0	0	1	0.0	25	20:50	0	0	0	0	
76	2017-03-30	76	26-269	TOR	@	NSH	W	0	2	2	0	0	0	0	0	0	1	1	0	1	0.0	27	20:20	2	3	0	0	
77	2017-04-01	77	26-271	TOR	@	DET	W	0	1	1	1	0	0	0	0	0	1	0	0	0		30	21:52	0	1	0	0	
78	2017-04-03	78	26-273	TOR	@	BUF	W	0	1	1	0	0	0	0	0	0	1	0	0	4	0.0	27	23:23	1	1	0	0	
79	2017-04-04	79	26-274	TOR		WSH	L	0	0	0	-1	0	0	0	0	0	0	0	0	1	0.0	23	20:52	3	0	0	0	
80	2017-04-06	80	26-276	TOR		TBL	L	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0	31	23:29	1	2	0	0	
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
81	2017-04-08	81	26-278	TOR		PIT	W	0	2	2	0	0	0	0	0	0	1	1	0	0		26	20:10	1	0	0	0	
82	2017-04-09	82	26-279	TOR		CBJ	L	0	1	1	-1	0	0	0	0	0	1	0	0	2	0.0	31	28:40	0	0	0	0	

Name: Auston Matthews	Number: 34
	Scoring			Goals	Assists								
Rk	Date	G	Age	Tm		Opp		G	A	PTS	+/-	PIM	EV	PP	SH	GW	EV	PP	SH	S	S%	SHFT	TOI	HIT	BLK	FOW	FOL	FO%
1	2016-10-12	1	19-025	TOR	@	OTT	L-OT	4	0	4	3	0	4	0	0	0	0	0	0	6	66.7	25	17:37	0	0	6	7	46.2
